Year,NOC,Total,Gold,Historical_Medals,Total_Events,Total_Participants,Gender_Ratio,Is_Host
1972,LIB,1.0,0.0,2.0,23,19,0.8947368421052632,0
1976,LIB,0.0,0.0,3.0,4,3,1.0,0
1980,LIB,1.0,0.0,3.0,16,15,1.0,0
1984,LIB,0.0,0.0,4.0,20,22,0.9545454545454546,0
1988,LIB,0.0,0.0,4.0,28,21,0.9047619047619048,0
1992,LIB,0.0,0.0,4.0,15,12,1.0,0
1996,LIB,0.0,0.0,4.0,1,1,0.0,0
2000,LIB,0.0,0.0,4.0,6,6,0.6666666666666666,0
2004,LIB,0.0,0.0,4.0,5,5,0.6,0
2008,LIB,0.0,0.0,4.0,6,6,0.6666666666666666,0
2012,LIB,0.0,0.0,4.0,10,10,0.3,0
2016,LIB,0.0,0.0,4.0,9,9,0.4444444444444444,0
1936,LIE,0.0,0.0,0.0,5,6,1.0,0
1948,LIE,0.0,0.0,0.0,1,2,1.0,0
1952,LIE,0.0,0.0,0.0,1,2,1.0,0
1960,LIE,0.0,0.0,0.0,6,5,1.0,0
1964,LIE,0.0,0.0,0.0,3,2,1.0,0
1968,LIE,0.0,0.0,0.0,3,2,1.0,0
1972,LIE,0.0,0.0,0.0,11,6,1.0,0
1976,LIE,0.0,0.0,0.0,9,6,0.6666666666666666,0
1984,LIE,0.0,0.0,0.0,7,7,0.7142857142857143,0
1988,LIE,0.0,0.0,0.0,15,12,0.75,0
1992,LIE,0.0,0.0,0.0,8,7,0.5714285714285714,0
1996,LIE,0.0,0.0,0.0,2,2,0.0,0
2000,LIE,0.0,0.0,0.0,2,2,0.5,0
2004,LIE,0.0,0.0,0.0,1,1,1.0,0
2008,LIE,0.0,0.0,0.0,2,2,1.0,0
2012,LIE,0.0,0.0,0.0,4,3,0.3333333333333333,0
2016,LIE,0.0,0.0,0.0,3,3,0.3333333333333333,0
2020,LIE,0.0,0.0,0.0,8,5,0.4,0
2024,LIE,0.0,0.0,0.0,1,1,1.0,0
1924,LTU,0.0,0.0,0.0,2,13,1.0,0
1928,LTU,0.0,0.0,0.0,10,12,0.9166666666666666,0
1992,LTU,2.0,1.0,0.0,31,47,0.7659574468085106,0
1996,LTU,1.0,0.0,2.0,49,61,0.7377049180327869,0
2000,LTU,5.0,2.0,3.0,50,61,0.6557377049180327,0
2004,LTU,3.0,1.0,8.0,44,59,0.7966101694915254,0
2008,LTU,5.0,0.0,11.0,54,71,0.6197183098591549,0
2012,LTU,5.0,2.0,16.0,54,62,0.6290322580645161,0
2016,LTU,4.0,0.0,21.0,49,67,0.7164179104477612,0
2020,LTU,1.0,0.0,25.0,46,42,0.6190476190476191,0
2024,LTU,4.0,0.0,26.0,43,51,0.5294117647058824,0
1900,LUX,1.0,1.0,0.0,1,1,1.0,0
1912,LUX,0.0,0.0,1.0,6,21,1.0,0
1920,LUX,1.0,0.0,1.0,18,25,1.0,0
1924,LUX,0.0,0.0,2.0,35,48,0.9583333333333334,0
1928,LUX,0.0,0.0,2.0,31,48,0.9583333333333334,0
1932,LUX,0.0,0.0,2.0,3,3,1.0,0
1936,LUX,0.0,0.0,2.0,37,49,0.9795918367346939,0
1948,LUX,0.0,0.0,2.0,32,45,0.9333333333333333,0
1952,LUX,1.0,1.0,2.0,32,44,1.0,0
1956,LUX,0.0,0.0,3.0,22,11,0.9090909090909091,0
1960,LUX,0.0,0.0,3.0,48,52,0.9038461538461539,0
1964,LUX,0.0,0.0,3.0,18,12,0.8333333333333334,0
1968,LUX,0.0,0.0,3.0,7,5,0.6,0
1972,LUX,0.0,0.0,3.0,8,11,0.9090909090909091,0
1976,LUX,0.0,0.0,3.0,7,8,1.0,0
1980,LUX,0.0,0.0,3.0,4,3,1.0,0
1984,LUX,0.0,0.0,3.0,4,5,0.8,0
1988,LUX,0.0,0.0,3.0,11,8,0.625,0
1992,LUX,0.0,0.0,3.0,8,6,0.8333333333333334,0
1996,LUX,0.0,0.0,3.0,7,6,0.3333333333333333,0
2000,LUX,0.0,0.0,3.0,8,7,0.2857142857142857,0
2004,LUX,0.0,0.0,3.0,10,10,0.6,0
2008,LUX,0.0,0.0,3.0,17,13,0.6923076923076923,0
2012,LUX,0.0,0.0,3.0,11,9,0.5555555555555556,0
2016,LUX,0.0,0.0,3.0,14,10,0.5,0
2020,LUX,0.0,0.0,3.0,12,12,0.6666666666666666,0
2024,LUX,0.0,0.0,3.0,12,13,0.5384615384615384,0
1964,MAD,0.0,0.0,0.0,4,3,1.0,0
1968,MAD,0.0,0.0,0.0,6,4,1.0,0
1972,MAD,0.0,0.0,0.0,10,11,1.0,0
1980,MAD,0.0,0.0,0.0,18,11,0.7272727272727273,0
1984,MAD,0.0,0.0,0.0,5,5,1.0,0
1992,MAD,0.0,0.0,0.0,15,13,0.6153846153846154,0
1996,MAD,0.0,0.0,0.0,10,11,0.36363636363636365,0
2000,MAD,0.0,0.0,0.0,10,11,0.45454545454545453,0
2004,MAD,0.0,0.0,0.0,8,8,0.375,0
2008,MAD,0.0,0.0,0.0,6,6,0.6666666666666666,0
2012,MAD,0.0,0.0,0.0,7,7,0.42857142857142855,0
2016,MAD,0.0,0.0,0.0,6,6,0.3333333333333333,0
2020,MAD,0.0,0.0,0.0,6,6,0.6666666666666666,0
2024,MAD,0.0,0.0,0.0,7,7,0.42857142857142855,0
1956,MAL,0.0,0.0,0.0,13,32,0.96875,0
1960,MAL,0.0,0.0,0.0,11,9,1.0,0
1960,MAR,1.0,0.0,0.0,45,47,1.0,0
1964,MAR,0.0,0.0,1.0,10,20,1.0,0
1968,MAR,0.0,0.0,1.0,14,25,1.0,0
1972,MAR,0.0,0.0,1.0,19,35,0.9428571428571428,0
1976,MAR,0.0,0.0,1.0,9,9,1.0,0
1984,MAR,2.0,2.0,1.0,18,34,0.9705882352941176,0
1988,MAR,3.0,1.0,3.0,25,27,0.8888888888888888,0
1992,MAR,3.0,1.0,6.0,24,44,0.9772727272727273,0
1996,MAR,2.0,0.0,9.0,28,34,0.9411764705882353,0
2000,MAR,5.0,0.0,11.0,28,55,0.8363636363636363,0
2004,MAR,3.0,2.0,16.0,28,55,0.8545454545454545,0
2008,MAR,2.0,0.0,19.0,35,47,0.7659574468085106,0
2012,MAR,1.0,0.0,21.0,40,63,0.7301587301587301,0
2016,MAR,1.0,0.0,22.0,39,48,0.6041666666666666,0
2020,MAR,1.0,1.0,23.0,37,46,0.6956521739130435,0
2024,MAR,2.0,1.0,24.0,38,61,0.7049180327868853,0
1964,MAS,0.0,0.0,0.0,48,61,0.9344262295081968,0
1968,MAS,0.0,0.0,0.0,14,31,1.0,0
1972,MAS,0.0,0.0,0.0,20,44,0.9318181818181818,0
1976,MAS,0.0,0.0,0.0,9,23,1.0,0
1984,MAS,0.0,0.0,0.0,12,21,0.9523809523809523,0
1988,MAS,0.0,0.0,0.0,15,9,0.5555555555555556,0
1992,MAS,1.0,0.0,0.0,11,26,1.0,0
1996,MAS,2.0,0.0,1.0,21,35,0.9142857142857143,0
2000,MAS,0.0,0.0,3.0,32,40,0.8,0
2004,MAS,0.0,0.0,3.0,31,26,0.6923076923076923,0
2008,MAS,1.0,0.0,3.0,29,31,0.5483870967741935,0
2012,MAS,2.0,0.0,4.0,25,28,0.5357142857142857,0
2016,MAS,5.0,0.0,6.0,29,32,0.53125,0
2020,MAS,2.0,0.0,11.0,37,30,0.4,0
2024,MAS,2.0,0.0,13.0,23,26,0.5,0
1972,MAW,0.0,0.0,0.0,17,16,0.8125,0
1984,MAW,0.0,0.0,0.0,16,15,1.0,0
1988,MAW,0.0,0.0,0.0,16,16,1.0,0
1992,MAW,0.0,0.0,0.0,4,4,0.75,0
1996,MAW,0.0,0.0,0.0,2,2,1.0,0
2000,MAW,0.0,0.0,0.0,2,2,0.5,0
2004,MAW,0.0,0.0,0.0,4,4,0.5,0
2008,MAW,0.0,0.0,0.0,4,4,0.5,0
2012,MAW,0.0,0.0,0.0,3,3,0.3333333333333333,0
2016,MAW,0.0,0.0,0.0,5,5,0.6,0
2020,MAW,0.0,0.0,0.0,5,5,0.4,0
2024,MAW,0.0,0.0,0.0,3,3,0.3333333333333333,0
1996,MDA,2.0,0.0,0.0,41,40,0.875,0
2000,MDA,2.0,0.0,2.0,34,34,0.8529411764705882,0
2004,MDA,0.0,0.0,4.0,31,33,0.7878787878787878,0
2008,MDA,1.0,0.0,4.0,28,29,0.7241379310344828,0
2012,MDA,0.0,0.0,5.0,19,20,0.6,0
2016,MDA,0.0,0.0,5.0,22,23,0.6086956521739131,0
2020,MDA,1.0,0.0,5.0,23,20,0.45,0
2024,MDA,4.0,0.0,6.0,27,26,0.5384615384615384,0
1988,MDV,0.0,0.0,0.0,5,7,1.0,0
1992,MDV,0.0,0.0,0.0,8,7,0.8571428571428571,0
1996,MDV,0.0,0.0,0.0,6,6,0.8333333333333334,0
2000,MDV,0.0,0.0,0.0,4,4,0.5,0
2004,MDV,0.0,0.0,0.0,4,4,0.5,0
2008,MDV,0.0,0.0,0.0,4,4,0.5,0
2012,MDV,0.0,0.0,0.0,5,5,0.6,0
2016,MDV,0.0,0.0,0.0,4,4,0.5,0
2020,MDV,0.0,0.0,0.0,4,4,0.5,0
2024,MDV,0.0,0.0,0.0,5,5,0.4,0
1900,MEX,0.0,0.0,0.0,1,1,1.0,0
1924,MEX,0.0,0.0,0.0,15,15,1.0,0
1928,MEX,0.0,0.0,0.0,18,30,1.0,0
1932,MEX,2.0,0.0,0.0,52,72,0.9722222222222222,0
1936,MEX,3.0,0.0,2.0,14,32,1.0,0
1948,MEX,5.0,2.0,5.0,57,88,0.9204545454545454,0
1952,MEX,1.0,0.0,10.0,35,64,0.953125,0
1956,MEX,2.0,1.0,11.0,20,24,0.875,0
1960,MEX,1.0,0.0,13.0,55,69,0.9130434782608695,0
1964,MEX,1.0,0.0,14.0,58,93,0.956989247311828,0
1968,MEX,9.0,3.0,15.0,146,272,0.8455882352941176,1
1972,MEX,1.0,0.0,24.0,112,171,0.8713450292397661,0
1976,MEX,2.0,1.0,25.0,54,96,0.9479166666666666,0
1980,MEX,4.0,0.0,27.0,43,45,0.8,0
1984,MEX,6.0,2.0,31.0,87,98,0.7755102040816326,0
1988,MEX,2.0,0.0,37.0,82,81,0.7901234567901234,0
1992,MEX,1.0,0.0,39.0,71,102,0.7450980392156863,0
1996,MEX,1.0,0.0,40.0,57,97,0.7216494845360825,0
2000,MEX,6.0,1.0,41.0,67,78,0.6666666666666666,0
2004,MEX,4.0,0.0,47.0,68,109,0.5412844036697247,0
2008,MEX,4.0,2.0,51.0,73,83,0.5180722891566265,0
2012,MEX,8.0,1.0,55.0,75,99,0.6262626262626263,0
2016,MEX,5.0,0.0,63.0,80,122,0.639344262295082,0
2020,MEX,4.0,0.0,68.0,93,162,0.5987654320987654,0
2024,MEX,5.0,0.0,72.0,88,108,0.4166666666666667,0
1964,MGL,0.0,0.0,0.0,29,21,0.8095238095238095,0
1968,MGL,4.0,0.0,0.0,26,16,0.75,0
1972,MGL,1.0,0.0,4.0,39,39,0.9487179487179487,0
1976,MGL,1.0,0.0,5.0,29,32,0.9375,0
1980,MGL,4.0,0.0,6.0,41,43,0.9069767441860465,0
1988,MGL,1.0,0.0,10.0,28,28,0.8571428571428571,0
1992,MGL,2.0,0.0,11.0,31,33,0.8181818181818182,0
1996,MGL,1.0,0.0,13.0,16,16,0.75,0
2000,MGL,0.0,0.0,14.0,21,20,0.6,0
2004,MGL,1.0,0.0,14.0,21,20,0.65,0
2008,MGL,4.0,2.0,15.0,29,28,0.5,0
2012,MGL,5.0,0.0,19.0,32,29,0.5517241379310345,0
2016,MGL,2.0,0.0,24.0,41,43,0.6046511627906976,0
2020,MGL,4.0,0.0,26.0,44,43,0.4186046511627907,0
2024,MGL,1.0,0.0,30.0,37,32,0.4375,0
2008,MHL,0.0,0.0,0.0,5,5,0.6,0
2012,MHL,0.0,0.0,0.0,4,4,0.5,0
2016,MHL,0.0,0.0,0.0,5,5,0.4,0
2020,MHL,0.0,0.0,0.0,2,2,0.5,0
2024,MHL,0.0,0.0,0.0,4,4,0.5,0
1996,MKD,0.0,0.0,0.0,16,11,0.7272727272727273,0
2000,MKD,1.0,0.0,0.0,15,10,0.6,0
2004,MKD,0.0,0.0,1.0,14,10,0.7,0
2008,MKD,0.0,0.0,1.0,7,7,0.7142857142857143,0
2012,MKD,0.0,0.0,1.0,4,4,0.5,0
2016,MKD,0.0,0.0,1.0,6,6,0.3333333333333333,0
2020,MKD,1.0,0.0,1.0,8,8,0.625,0
2024,MKD,0.0,0.0,2.0,6,6,0.6666666666666666,0
1964,MLI,0.0,0.0,0.0,2,2,1.0,0
1968,MLI,0.0,0.0,0.0,2,2,1.0,0
1972,MLI,0.0,0.0,0.0,3,3,1.0,0
1980,MLI,0.0,0.0,0.0,7,7,0.8571428571428571,0
1984,MLI,0.0,0.0,0.0,5,4,1.0,0
1988,MLI,0.0,0.0,0.0,8,6,0.8333333333333334,0
1992,MLI,0.0,0.0,0.0,6,5,0.6,0
1996,MLI,0.0,0.0,0.0,4,3,0.3333333333333333,0
2000,MLI,0.0,0.0,0.0,5,5,0.6,0
2004,MLI,0.0,0.0,0.0,6,21,0.9047619047619048,0
2008,MLI,0.0,0.0,0.0,6,17,0.17647058823529413,0
2012,MLI,0.0,0.0,0.0,6,6,0.6666666666666666,0
2016,MLI,0.0,0.0,0.0,6,6,0.6666666666666666,0
2020,MLI,0.0,0.0,0.0,4,4,0.75,0
2024,MLI,0.0,0.0,0.0,6,24,0.9166666666666666,0
1928,MLT,0.0,0.0,0.0,1,9,1.0,0
1936,MLT,0.0,0.0,0.0,2,11,1.0,0
1948,MLT,0.0,0.0,0.0,1,1,1.0,0
1960,MLT,0.0,0.0,0.0,6,10,1.0,0
1968,MLT,0.0,0.0,0.0,1,1,1.0,0
1972,MLT,0.0,0.0,0.0,2,5,1.0,0
1980,MLT,0.0,0.0,0.0,5,8,0.875,0
1984,MLT,0.0,0.0,0.0,6,7,0.7142857142857143,0
1988,MLT,0.0,0.0,0.0,6,6,0.8333333333333334,0
1992,MLT,0.0,0.0,0.0,8,6,0.5,0
1996,MLT,0.0,0.0,0.0,10,7,0.5714285714285714,0
2000,MLT,0.0,0.0,0.0,7,7,0.5714285714285714,0
2004,MLT,0.0,0.0,0.0,7,7,0.5714285714285714,0
2008,MLT,0.0,0.0,0.0,6,6,0.5,0
2012,MLT,0.0,0.0,0.0,5,5,0.6,0
2016,MLT,0.0,0.0,0.0,8,7,0.5714285714285714,0
2020,MLT,0.0,0.0,0.0,8,6,0.3333333333333333,0
2024,MLT,0.0,0.0,0.0,5,5,0.6,0
2008,MNE,0.0,0.0,0.0,8,19,0.8947368421052632,0
2012,MNE,1.0,0.0,0.0,9,33,0.5454545454545454,0
2016,MNE,0.0,0.0,1.0,9,35,0.4857142857142857,0
2020,MNE,0.0,0.0,1.0,9,35,0.45714285714285713,0
2024,MNE,0.0,0.0,1.0,7,19,0.8421052631578947,0
1920,MON,0.0,0.0,0.0,6,4,1.0,0
1924,MON,0.0,0.0,0.0,6,7,1.0,0
1928,MON,0.0,0.0,0.0,8,10,1.0,0
1932,MON,0.0,0.0,0.0,1,1,1.0,0
1936,MON,0.0,0.0,0.0,5,8,1.0,0
1948,MON,0.0,0.0,0.0,2,4,1.0,0
1952,MON,0.0,0.0,0.0,6,8,1.0,0
1960,MON,0.0,0.0,0.0,6,11,1.0,0
1964,MON,0.0,0.0,0.0,1,1,1.0,0
1968,MON,0.0,0.0,0.0,1,2,1.0,0
1972,MON,0.0,0.0,0.0,4,5,1.0,0
1976,MON,0.0,0.0,0.0,6,8,1.0,0
1984,MON,0.0,0.0,0.0,7,8,1.0,0
1988,MON,0.0,0.0,0.0,9,9,0.8888888888888888,0
1992,MON,0.0,0.0,0.0,4,2,0.5,0
1996,MON,0.0,0.0,0.0,4,3,0.6666666666666666,0
2000,MON,0.0,0.0,0.0,4,4,0.75,0
2004,MON,0.0,0.0,0.0,3,3,0.6666666666666666,0
2008,MON,0.0,0.0,0.0,5,5,0.8,0
2012,MON,0.0,0.0,0.0,6,6,0.8333333333333334,0
2016,MON,0.0,0.0,0.0,8,3,1.0,0
2020,MON,0.0,0.0,0.0,6,6,0.5,0
2024,MON,0.0,0.0,0.0,6,6,0.5,0
1980,MOZ,0.0,0.0,0.0,16,14,0.8571428571428571,0
1984,MOZ,0.0,0.0,0.0,11,9,0.8888888888888888,0
1988,MOZ,0.0,0.0,0.0,12,8,0.75,0
1992,MOZ,0.0,0.0,0.0,7,6,0.5,0
1996,MOZ,1.0,0.0,0.0,3,3,0.6666666666666666,0
2000,MOZ,1.0,1.0,1.0,4,4,0.5,0
2004,MOZ,0.0,0.0,2.0,4,4,0.5,0
2008,MOZ,0.0,0.0,2.0,4,4,0.5,0
2012,MOZ,0.0,0.0,2.0,6,6,0.6666666666666666,0
2016,MOZ,0.0,0.0,2.0,7,6,0.8333333333333334,0
2020,MOZ,0.0,0.0,2.0,9,10,0.4,0
2024,MOZ,0.0,0.0,2.0,7,7,0.42857142857142855,0
1984,MRI,0.0,0.0,0.0,7,4,0.75,0
1988,MRI,0.0,0.0,0.0,9,8,0.75,0
1992,MRI,0.0,0.0,0.0,17,13,0.46153846153846156,0
1996,MRI,0.0,0.0,0.0,23,26,0.8076923076923077,0
2000,MRI,0.0,0.0,0.0,20,20,0.8,0
2004,MRI,0.0,0.0,0.0,9,9,0.6666666666666666,0
2008,MRI,1.0,0.0,0.0,11,11,0.5454545454545454,0
2012,MRI,0.0,0.0,1.0,10,11,0.36363636363636365,0
2016,MRI,0.0,0.0,1.0,11,11,0.45454545454545453,0
2020,MRI,0.0,0.0,1.0,8,8,0.75,0
2024,MRI,0.0,0.0,1.0,12,12,0.5833333333333334,0
1984,MTN,0.0,0.0,0.0,2,2,1.0,0
1988,MTN,0.0,0.0,0.0,7,6,1.0,0
1992,MTN,0.0,0.0,0.0,6,6,1.0,0
1996,MTN,0.0,0.0,0.0,4,4,1.0,0
2000,MTN,0.0,0.0,0.0,2,2,0.5,0
2004,MTN,0.0,0.0,0.0,2,2,0.5,0
2008,MTN,0.0,0.0,0.0,2,2,0.5,0
2012,MTN,0.0,0.0,0.0,2,2,0.5,0
2016,MTN,0.0,0.0,0.0,2,2,0.5,0
2020,MTN,0.0,0.0,0.0,2,2,0.5,0
2024,MTN,0.0,0.0,0.0,2,2,0.5,0
1948,MYA,0.0,0.0,0.0,5,4,1.0,0
1952,MYA,0.0,0.0,0.0,5,5,1.0,0
1956,MYA,0.0,0.0,0.0,11,11,1.0,0
1960,MYA,0.0,0.0,0.0,9,10,1.0,0
1964,MYA,0.0,0.0,0.0,11,11,1.0,0
1968,MYA,0.0,0.0,0.0,3,4,1.0,0
1972,MYA,0.0,0.0,0.0,7,17,1.0,0
1980,MYA,0.0,0.0,0.0,2,2,1.0,0
1984,MYA,0.0,0.0,0.0,1,1,1.0,0
1988,MYA,0.0,0.0,0.0,3,2,0.0,0
1992,MYA,0.0,0.0,0.0,5,4,0.25,0
1996,MYA,0.0,0.0,0.0,3,3,0.6666666666666666,0
2000,MYA,0.0,0.0,0.0,7,6,0.16666666666666666,0
2004,MYA,0.0,0.0,0.0,2,2,0.0,0
2008,MYA,0.0,0.0,0.0,7,6,0.6666666666666666,0
2012,MYA,0.0,0.0,0.0,6,6,0.5,0
2016,MYA,0.0,0.0,0.0,8,7,0.5714285714285714,0
2020,MYA,0.0,0.0,0.0,2,2,0.5,0
2024,MYA,0.0,0.0,0.0,2,2,0.5,0
1992,NAM,2.0,0.0,0.0,9,6,0.8333333333333334,0
1996,NAM,2.0,0.0,2.0,10,8,0.75,0
2000,NAM,0.0,0.0,4.0,16,11,0.8181818181818182,0
2004,NAM,0.0,0.0,4.0,9,8,0.875,0
2008,NAM,0.0,0.0,4.0,10,10,0.6,0
2012,NAM,0.0,0.0,4.0,8,9,0.5555555555555556,0
2016,NAM,0.0,0.0,4.0,9,10,0.4,0
2020,NAM,1.0,0.0,4.0,10,11,0.45454545454545453,0
2024,NAM,0.0,0.0,5.0,4,4,0.5,0
1956,NBO,0.0,0.0,0.0,1,2,1.0,0
1968,NCA,0.0,0.0,0.0,15,11,1.0,0
1972,NCA,0.0,0.0,0.0,10,8,0.875,0
1976,NCA,0.0,0.0,0.0,19,15,1.0,0
1980,NCA,0.0,0.0,0.0,6,5,0.6,0
1984,NCA,0.0,0.0,0.0,5,5,1.0,0
1992,NCA,0.0,0.0,0.0,9,8,0.875,0
1996,NCA,0.0,0.0,0.0,9,25,0.96,0
2000,NCA,0.0,0.0,0.0,6,6,0.6666666666666666,0
2004,NCA,0.0,0.0,0.0,6,5,0.4,0
2008,NCA,0.0,0.0,0.0,7,6,0.5,0
2012,NCA,0.0,0.0,0.0,6,6,0.5,0
2016,NCA,0.0,0.0,0.0,5,5,0.6,0
2020,NCA,0.0,0.0,0.0,8,8,0.5,0
2024,NCA,0.0,0.0,0.0,7,7,0.14285714285714285,0
1900,NED,5.0,0.0,0.0,18,35,1.0,0
1906,NED,0.0,0.0,5.0,8,16,1.0,0
1908,NED,2.0,0.0,5.0,45,113,1.0,0
1912,NED,3.0,0.0,7.0,14,33,1.0,0
1920,NED,11.0,4.0,10.0,58,130,0.9923076923076923,0
1924,NED,10.0,4.0,21.0,81,176,0.9488636363636364,0
1928,NED,19.0,6.0,31.0,103,266,0.8345864661654135,1
1932,NED,8.0,2.0,50.0,29,46,0.6739130434782609,0
1936,NED,17.0,6.0,58.0,75,165,0.8727272727272727,0
1948,NED,16.0,5.0,75.0,74,149,0.7718120805369127,0
1952,NED,5.0,0.0,91.0,57,104,0.75,0
1956,NED,0.0,0.0,96.0,1,1,1.0,0
1960,NED,3.0,0.0,96.0,54,110,0.7272727272727273,0
1964,NED,10.0,2.0,99.0,57,125,0.84,0
1968,NED,7.0,3.0,109.0,52,107,0.7663551401869159,0
1972,NED,5.0,3.0,116.0,72,119,0.7563025210084033,0
1976,NED,5.0,0.0,121.0,58,108,0.6666666666666666,0
1980,NED,3.0,0.0,126.0,56,75,0.76,0
1984,NED,13.0,5.0,129.0,74,135,0.6,0
1988,NED,9.0,2.0,142.0,86,147,0.6326530612244898,0
1992,NED,15.0,2.0,151.0,105,201,0.582089552238806,0
1996,NED,19.0,4.0,166.0,94,238,0.5756302521008403,0
2000,NED,25.0,12.0,185.0,95,231,0.6363636363636364,0
2004,NED,22.0,4.0,210.0,99,210,0.638095238095238,0
2008,NED,16.0,7.0,232.0,98,237,0.5864978902953587,0
2012,NED,20.0,6.0,248.0,95,173,0.5433526011560693,0
2016,NED,19.0,8.0,268.0,122,237,0.4430379746835443,0
2020,NED,36.0,10.0,287.0,133,282,0.4078014184397163,0
2024,NED,34.0,15.0,323.0,148,288,0.4097222222222222,0
1964,NEP,0.0,0.0,0.0,5,6,1.0,0
1972,NEP,0.0,0.0,0.0,1,2,1.0,0
1976,NEP,0.0,0.0,0.0,1,1,1.0,0
1980,NEP,0.0,0.0,0.0,9,10,1.0,0
1984,NEP,0.0,0.0,0.0,8,10,1.0,0
1988,NEP,0.0,0.0,0.0,17,16,0.8125,0
1992,NEP,0.0,0.0,0.0,2,2,0.5,0
1996,NEP,0.0,0.0,0.0,6,6,0.5,0
2000,NEP,0.0,0.0,0.0,5,5,0.4,0
2004,NEP,0.0,0.0,0.0,6,6,0.5,0
2008,NEP,0.0,0.0,0.0,8,8,0.5,0
2012,NEP,0.0,0.0,0.0,5,5,0.4,0
2016,NEP,0.0,0.0,0.0,7,7,0.42857142857142855,0
2020,NEP,0.0,0.0,0.0,5,5,0.2,0
2024,NEP,0.0,0.0,0.0,7,7,0.42857142857142855,0
1904,NFL,0.0,0.0,0.0,1,1,1.0,0
1952,NGR,0.0,0.0,0.0,5,9,1.0,0
1956,NGR,0.0,0.0,0.0,6,10,1.0,0
1960,NGR,0.0,0.0,0.0,12,12,1.0,0
1964,NGR,1.0,0.0,0.0,12,18,0.8888888888888888,0
1968,NGR,0.0,0.0,1.0,18,36,0.8611111111111112,0
1972,NGR,1.0,0.0,1.0,24,25,0.8,0
1980,NGR,0.0,0.0,2.0,22,44,0.8636363636363636,0
1984,NGR,2.0,0.0,2.0,24,32,0.9375,0
1988,NGR,0.0,0.0,4.0,44,69,0.8840579710144928,0
1992,NGR,4.0,0.0,4.0,34,55,0.5818181818181818,0
1996,NGR,6.0,2.0,8.0,38,65,0.7538461538461538,0
2000,NGR,3.0,1.0,14.0,37,83,0.5301204819277109,0
2004,NGR,2.0,0.0,17.0,31,70,0.34285714285714286,0
2008,NGR,5.0,0.0,19.0,36,74,0.5,0
2012,NGR,0.0,0.0,24.0,31,49,0.6122448979591837,0
2016,NGR,1.0,0.0,24.0,36,71,0.6619718309859155,0
2020,NGR,2.0,0.0,25.0,32,53,0.4528301886792453,0
2024,NGR,0.0,0.0,27.0,42,86,0.26744186046511625,0
1964,NIG,0.0,0.0,0.0,1,1,1.0,0
1968,NIG,0.0,0.0,0.0,2,2,1.0,0
1972,NIG,1.0,0.0,0.0,4,4,1.0,0
1984,NIG,0.0,0.0,1.0,4,4,1.0,0
1988,NIG,0.0,0.0,1.0,4,6,1.0,0
1992,NIG,0.0,0.0,1.0,3,3,1.0,0
1996,NIG,0.0,0.0,1.0,3,3,0.6666666666666666,0
2000,NIG,0.0,0.0,1.0,4,4,0.5,0
2004,NIG,0.0,0.0,1.0,4,4,0.75,0
2008,NIG,0.0,0.0,1.0,4,4,0.5,0
2012,NIG,0.0,0.0,1.0,6,6,0.6666666666666666,0
2016,NIG,1.0,0.0,1.0,6,6,0.6666666666666666,0
2020,NIG,0.0,0.0,2.0,7,7,0.5714285714285714,0
2024,NIG,0.0,0.0,2.0,7,7,0.7142857142857143,0
1900,NOR,5.0,0.0,0.0,9,7,1.0,0
1904,NOR,2.0,2.0,5.0,6,3,1.0,0
1906,NOR,0.0,0.0,7.0,12,32,1.0,0
1908,NOR,8.0,2.0,7.0,23,68,1.0,0
1912,NOR,10.0,3.0,15.0,58,190,0.9894736842105263,0
1920,NOR,31.0,13.0,25.0,72,193,0.9689119170984456,0
1924,NOR,10.0,5.0,56.0,43,62,0.967741935483871,0
1928,NOR,4.0,1.0,66.0,42,52,1.0,0
1932,NOR,0.0,0.0,70.0,8,7,0.8571428571428571,0
1936,NOR,6.0,1.0,70.0,43,70,0.9714285714285714,0
1948,NOR,7.0,1.0,76.0,50,81,0.9506172839506173,0
1952,NOR,5.0,3.0,83.0,72,102,0.9411764705882353,0
1956,NOR,3.0,1.0,88.0,18,22,0.8636363636363636,0
1960,NOR,1.0,1.0,91.0,39,40,0.975,0
1964,NOR,0.0,0.0,92.0,23,26,0.9230769230769231,0
1968,NOR,2.0,1.0,92.0,36,46,0.8260869565217391,0
1972,NOR,4.0,2.0,94.0,70,112,0.9017857142857143,0
1976,NOR,2.0,1.0,98.0,44,66,0.9090909090909091,0
1984,NOR,3.0,0.0,100.0,76,103,0.8155339805825242,0
1988,NOR,5.0,2.0,103.0,42,69,0.6376811594202898,0
1992,NOR,7.0,2.0,108.0,64,83,0.6144578313253012,0
1996,NOR,7.0,2.0,115.0,65,97,0.4329896907216495,0
2000,NOR,10.0,4.0,122.0,54,93,0.4731182795698925,0
2004,NOR,6.0,5.0,132.0,35,52,0.6730769230769231,0
2008,NOR,9.0,3.0,138.0,49,84,0.35714285714285715,0
2012,NOR,4.0,2.0,147.0,46,61,0.5409836065573771,0
2016,NOR,4.0,0.0,151.0,53,62,0.46774193548387094,0
2020,NOR,8.0,4.0,155.0,61,93,0.6344086021505376,0
2024,NOR,8.0,4.0,163.0,60,109,0.5137614678899083,0
1996,NRU,0.0,0.0,0.0,3,3,1.0,0
2000,NRU,0.0,0.0,0.0,2,2,0.5,0
